Profile ID,Advocacy,Advocacy Description,Product/Service,Product/Service Description,Organizational Optimization,Organizational Optimization Description,Research,Research Description,Other,Use - Other Description,Processed
651,TRUE,"Uses open data in various civic projects to empower individuals with open, accessible, and complete information.",FALSE,,FALSE,,FALSE,,FALSE,,0
657,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
664,FALSE,,FALSE,,TRUE,They make use of open -  public -  crowd sourced -  sensor and satellite data to provide a variety of mapping and visualization services that are utilised in land information systems -  mapping agencies -  energy and utilities -  telecommunications - . i.e. activities which are field oriented.,FALSE,,FALSE,,0
673,FALSE,,TRUE,It uses federal and municipal open data for its â€œImprove Your Schoolâ€ù platform -  which promotes citizen participation to improve education in Mexico. The platform was designed to analyze the discrepancy between Mexicoâ€™s public education system. It consistently ranks high according to families and low on a global scale. The platform helps users make more informed decisions about public education and culls information from users about their experience in the education system.,FALSE,,FALSE,,FALSE,,0
678,FALSE,,FALSE,,TRUE,products enable customers to save energy,FALSE,,FALSE,,0
686,TRUE,Uses open data to arm women employees with facts of unequal payments in the US with tables and graphs of the average women payoff and payoff distrubition. ,FALSE,"Uses open data to help women employees to seek suitable jobs with career consultation, resume advice and interview tips. Employers can also post career positions on the platform and hire workers based on the open data about employees.",FALSE,,FALSE,,FALSE,,0
901,FALSE,,TRUE,"Uses open data to provide consultancy services in health economics, outcomes research, market access, statistics and epidemiology.",FALSE,,FALSE,,FALSE,,0
909,FALSE,,TRUE,Uses census open data to provide mobile advertising solutions.,FALSE,,FALSE,,FALSE,,0
917,FALSE,,FALSE,,TRUE,partner with NREL to produce solar panels,FALSE,,FALSE,,0
924,FALSE,,TRUE,Uses open data to provide financial and consulting services.,FALSE,,FALSE,,FALSE,,0
940,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,0
949,FALSE,,FALSE,,TRUE,iGoMap platform using meteorological information from Ministry of Transportation and Communications -  the National Forest Recreation Areas from Council of Agriculture and restaurant information data.,FALSE,,FALSE,,0
957,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
972,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
982,FALSE,,TRUE,The Veterans Talent is a mapping tool to search for veteran skills and job postings,FALSE,,FALSE,,FALSE,,0
994,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
999,FALSE,,FALSE,,FALSE,,TRUE,conducts research to prevent motor vehicle crashes,FALSE,,0
1009,FALSE,,TRUE,provides access to IP information through the Patent Value Report -  Patent Factor Index Report and Prior Art Database,FALSE,,FALSE,,FALSE,,0
1015,FALSE,,TRUE,uses open data in various projects -  e.g. Detective.io; Politinder; Open Data strategy at ANDRA; Spending stories,FALSE,,FALSE,,FALSE,,0
1026,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
1035,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,0
1044,FALSE,,TRUE,use litigation data to publish reports and offer data services,FALSE,,FALSE,,FALSE,,0
1051,FALSE,,TRUE,The Timesâ€™ dataÂ_base of Los Angeles County crime reÂ_ports maps.latimes.com/crime/ based on data from the Los Angeles PoÂ_lice DeÂ_partÂ_ment and Los Angeles County SherÂ_iff's DeÂ_partÂ_ment -  Crime L.A.,FALSE,,FALSE,,FALSE,,0
1056,FALSE,,TRUE,created the FIT-MAP app for the FDA. It helps inspectors collect location-specific food source data to effectively identify food supply threats.,FALSE,,FALSE,,FALSE,,0
1060,FALSE,,TRUE,Designs maps based on open data,TRUE,uses NASA -  DigitalGlobe -  USGS data in Mapbox Satellite,FALSE,,FALSE,,0
1065,FALSE,,TRUE,"uses open source to build up a platform Kixi for sharing information about energy and environment, trying to realize the potential of building up zero carbon infrastructure. ",TRUE,Data analysis - e.g. the identification of  potential efficiency savings to the NHS of Â£200 million,FALSE,,FALSE,,0
1069,FALSE,,FALSE,"Collect and analyze open datas in newspapers, magazines, TVs and internet to share transparent media informations and analysis results through tables and figures.",FALSE,,FALSE,,FALSE,,0
1075,FALSE,,FALSE,,TRUE,uses weather data for better meteorological forecast,FALSE,,FALSE,,0
1079,FALSE,,FALSE,,TRUE,In collaboration with partners -  uses open data to deliver information to users,FALSE,,FALSE,,0
1083,TRUE,Uses open data to promote health and safety.,FALSE,,FALSE,,TRUE,publishes guides for preventing unintentional injuries and deaths,FALSE,,0
1087,TRUE,uses federal nutritional info open dataset to calculate and provide a health score for food options in the user's vicinity to encourage heathy food choices and healthy lifestyles,FALSE,"Uses open geolocation data to generate map of local food options near users. In addition to the federal nutritional info open dataset, information has been drawn from non-governmental*, municipal, provincial, and additional federal datasets not available through the Open Data portal. Neighbourfood uses local information to provide a context for choosing food to support a healthy lifestyle. Beyond just chain restaurants, users can explore the options available from community food trees and gardens, local food vendors, and nearby supermarkets.",FALSE,,FALSE,,FALSE,,0
1091,FALSE,,TRUE,"uses open data to provide cost-effective, high-quality, and reliable real-time information to the riders and managers of public transit.",FALSE,,FALSE,,FALSE,,0
1095,FALSE,,FALSE,"Uses open datas to create a reliable, efficient and client-driven public system for management. Main areas NITEC focuses on are IT program service and ""electronic government"" cooperation. ",FALSE,,FALSE,,FALSE,,0
1099,TRUE,created platform with Congressional data,FALSE,,FALSE,,FALSE,,FALSE,,0
1103,FALSE,,FALSE,Uses open data to provide free transportation information for the urban residents and tourists.,FALSE,,FALSE,,FALSE,,0
1107,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,0
1111,TRUE,various projects related to open data -  e.g. Hackathons,FALSE,,FALSE,,FALSE,,FALSE,,0
1116,TRUE,GM Bus Times;Hampshire County Council Linked Data trial;City of Things,FALSE,,FALSE,,FALSE,,FALSE,,0
1120,TRUE,various projects related to open data -  e.g. Hackathons,FALSE,,FALSE,,FALSE,,FALSE,,0
1124,TRUE,various projects related to open data -  e.g. Hackathons,FALSE,,FALSE,,FALSE,,FALSE,,0
1128,TRUE,various projects related to open data -  e.g. School of data,FALSE,,FALSE,,FALSE,,FALSE,,0
1132,TRUE,various projects related to open data -  e.g.Opespendingnepal.org,FALSE,,FALSE,,FALSE,,FALSE,,0
1136,TRUE,various projects related to open data -  e.g. Open Culture Hackathon,FALSE,,FALSE,,FALSE,,FALSE,,0
1140,TRUE,various projects related to open data -  e.g. Hackathons,FALSE,,FALSE,,FALSE,,FALSE,,0
1144,TRUE,uses open data is various projects -  e.g. Ha(r)ckeology,FALSE,,FALSE,,FALSE,,FALSE,,0
1150,FALSE,,FALSE,"With OpenGovâ€™s cloud-based platform, state and local governments of all sizes collaborate more effectively, make smarter data-driven decisions, and achieve greater transparency.",FALSE,,FALSE,,FALSE,,0
1157,FALSE,,FALSE,,TRUE,platform is designed to integrate open data so users can better manage and evaluate their programs.,FALSE,,FALSE,,0
1161,FALSE,,FALSE,Uses open datas to to work with thought-leading partners to enable innovation and ground-breaking research designed to improve patient care and patient value. ,FALSE,,FALSE,,FALSE,,0
1165,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
1169,FALSE,,FALSE,"Builds platforms which take the power of machine learning and marries it with story telling of data visualization to give customers clear, actionable insights on global trade.",FALSE,,FALSE,,FALSE,,0
1173,FALSE,,FALSE,Uses open datas to give young people the most affordable loan rate by looking beyond their credit score to who they are and where theyâ€™re going.,FALSE,,FALSE,,FALSE,,0
1177,FALSE,,FALSE,,TRUE,Pharmapod uses data on pharmacies and medicines in Ireland to inform risk management and report systems for pharnacies. It's Incident Reporting and Learning System (GRLS) is a cloud-based software enables pharmacists to systematically record medication-related incidents and risks in practice and carry out effective root-cause analysis.,FALSE,,FALSE,,0
1181,FALSE,,TRUE,leverage open environmental data in the Plume Air Report app.,FALSE,,FALSE,,FALSE,,0
1186,FALSE,,TRUE,The Pos Rep app uses open data to provide employment and health assistance.,FALSE,,FALSE,,FALSE,,0
1190,FALSE,,FALSE,Uses open data to look at global transportation market to advise clients which service provider is best to use,FALSE,,FALSE,,FALSE,,0
1194,FALSE,,TRUE,open data related to geography -  education -  transporation -  and the environment is used to develop a detailed analysis of the real estate market.,FALSE,,FALSE,,FALSE,,0
1198,TRUE,obudget.org uses Israel's parliament open data,FALSE,,FALSE,,FALSE,,FALSE,,0
1202,FALSE,,FALSE,"Uses open data to research and facilitate the adoption of new approaches for applying new, digital data sources and real-time analysis techniques to social development.",FALSE,,FALSE,,FALSE,,0
1208,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
1213,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
1217,FALSE,,FALSE,Uses open data to provide transparent government information through internet and allow citizens to supervise the government in an easy way.,FALSE,,FALSE,,FALSE,,0
1222,FALSE,,FALSE,"Uses open data to aggregate and distribute real time transit arrivals, schedules and service alerts for display on any type of screen.",FALSE,,FALSE,,FALSE,,0
1226,FALSE,,FALSE,,TRUE,financial and economic news,FALSE,,FALSE,,0
1231,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
1236,TRUE,"Uses open data to create a U.S. criminal justice system by promoting reforms in sentencing policy, addressing unjust racial disparities and practices, and advocating for alternatives to incarceration.",FALSE,,FALSE,,FALSE,,FALSE,,0
1241,FALSE,,FALSE,"Uses open data to develop a student loan comparison tool for borrowers to choose loan options by lender, APR, monthly payment.",FALSE,,FALSE,,FALSE,,0
1247,FALSE,,FALSE,"Uses open data to provide digital services and tools to help governments and other social impact organizations achieve their missions, and empower communities by better using technology and data.",FALSE,,FALSE,,FALSE,,0
1251,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
1255,FALSE,,FALSE,"Uses open data to provide ""Native App"" and ""Hybrid App"" services to clients, with which client companies can create innovative mobile application products.",FALSE,,FALSE,,FALSE,,0
1259,FALSE,,FALSE,,TRUE,Combines real estate data with transportation data to help choose the best location to live in terms of travel time to important places -  like schools,FALSE,,FALSE,,0
1263,FALSE,,FALSE,,TRUE,uses open data to provide a macro perspective in field based sectors such as urban planning -  geological services -  and transport.,FALSE,,FALSE,,0
1270,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
1274,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
1278,FALSE,,TRUE,SumoBrain makes all patents readily searchable,FALSE,,FALSE,,FALSE,,0
1282,FALSE,,FALSE,,TRUE,It uses open on Healthcare (doctors -  pricing -  surgery result -  mortality rate etc) and Insurance (claims data) to maintain the database of all the medical reports -  providing credible -  relevant -  and precise cost and quality information.,FALSE,,FALSE,,0
1286,FALSE,,FALSE,"Uses tagged financial statements to standardize and validate financial data, and offer higher quality data at lower prices for clients such as corporates, business schools, etc.",FALSE,,FALSE,,FALSE,,0
1290,FALSE,,TRUE,Telus offers a suite of products based on the use of electoral -  socio-demographic and geographic open data.,FALSE,,FALSE,,FALSE,,0
1295,FALSE,,TRUE,Weather apps such as Dark Sky. The data provided by Forecast.io is also used in the developement of 3rd party apps e.g. forecast.io/powered-by.html,FALSE,,FALSE,,FALSE,,0
1299,FALSE,,TRUE,CrimeMapping.com has been developed by The Omega Group to help law enforcement agencies throughout North America provide the public with valuable information about recent crime activity in their neighborhood.,FALSE,,FALSE,,FALSE,,0
1303,FALSE,,TRUE,CrimeBot app uses open crime data,FALSE,,FALSE,,FALSE,,0
1307,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,0
1311,TRUE,"Transparencia Mexicana's research on transparency and ""Follow the Money"" intiative relies on public financial databases.",FALSE,,FALSE,,FALSE,,FALSE,,0
1316,FALSE,,TRUE,Transparent Chennai has created a mapping tool which allows for the visualization of civic (both official and crowdsourced) data on a map. The organization aggregates -  creates and disseminates data and research about important civic issues facing Chennai -  including those issues facing the poor. Some of these data are visualized on interactive maps -  other are available on the website in the form of research publications and blogs.,FALSE,,TRUE,Research conducted on waste management -  water and sanitation issues -  slums and informal settlements -  electoral accountability and city governance,FALSE,,0
1321,FALSE,,TRUE,access the bus -  route and timetable data of bus organisations and government authorities.,FALSE,,FALSE,,FALSE,,0
1326,FALSE,,FALSE,,TRUE,use open source technologies and open-data to create unique and beautiful experiences for our customers.,FALSE,,FALSE,,0
1333,TRUE,"Advocate the values of equality, solidarity, tolerance, respect for nature and mutual responsibility. Aims to address world issues from poverty reduction to governance to finance to the environment.",FALSE,,FALSE,,FALSE,,FALSE,,0
1337,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
1342,FALSE,,TRUE,solution â€˜In Context - Brendaâ€™ uses education open data,FALSE,,FALSE,,FALSE,,0
1346,FALSE,,FALSE,,TRUE,Monitors the selling of state assets -  and thus serve both citizens and public finances,FALSE,,FALSE,,0
1350,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,0
1354,TRUE,advocates for more transparent healthcare data ,FALSE,"leverages open healthcare data to curate an onliine tool that helps users weigh heatlcare options to make a decision with confidence. Users search for experienced doctor who meet your needs, compare costs for procedures and appointments and read patient ratings and reviews",FALSE,,TRUE,"uses health data from a number of governmental sources to generate ""white papers"" and reports about the need for transparent healthcare ",FALSE,,0
1358,TRUE,"uses open data sources like Google, Education.com, Open Street Map, the U.S. Census, Localeze to promote walkable neighborhoods as one of the simplest and best solutions for the environment, health, and economy.",FALSE,provides walksource data to researchers; generated scoring and search technology to evaluate walkable/bikeable neighborhoods,FALSE,,FALSE,,FALSE,,0
1362,TRUE,"has a connected ctizen forum that seeks to connect citizen and the government through free data exchange",FALSE,,FALSE,,FALSE,,FALSE,,0
1367,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
1372,FALSE,,FALSE,"Uses open data to do user research, design and develop digital solutions that fit clients' needs and support business goals.",FALSE,,FALSE,,FALSE,,0
1377,TRUE,Advocates to end extreme poverty and promote shared prosperity by fostering the income growth.,FALSE,"Uses open data to conduct investigative research on global issue of poverty, and provide low-interest loans, zero to low-interest credits, as well as grants to developing countries.",FALSE,,FALSE,,FALSE,,0
1381,FALSE,,FALSE,,TRUE,Xpreso uses postcodes and GPS to help delivery companies identify locations and address to deliver parcels by mapping locations and display them on smart devices. It gives directions to drivers of delivery companies to both company and residential locations. It enable users to increase success rate of delivery.,FALSE,,FALSE,,0
1385,FALSE,,FALSE,"Use open geogrpahical data to create visualizations; combines geographical data with rental and mortage data to create the â€œBreakeven Horizonâ€ù , a metric that gives users a snapshot of how long they would need to own a home in a given area for the accrued cost of buying to be less than renting. ",TRUE,"uses aggregated open data to generate search portals for home buyers, sellers, and real estate agents",TRUE,uses data from the Census Bureau to generate market analysis to inform users of the best time to buy/sell property,FALSE,,0
I5XVPSYYnN,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
i9KD88nLuz,TRUE,Uses open data to promote positive civic and media engagement in the electoral process and advocate for the inclusion and visibility of human rights principles in the development process and new constitution in Tanzania.,FALSE,,FALSE,,FALSE,,FALSE,,0
iihs2BsLmo,FALSE,,TRUE,offers open data consulting services for organizations who want to build a framework for open data; has an open API ,FALSE,,FALSE,,FALSE,,0
IjAfkACfSK,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
Ilh4caAXP8,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,0
iNzMiS0yLe,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
Irt5SZSlV5,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
IYHpnSCBnH,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,0
iz3n7F11Zu,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,0
j8NNt0tf2k,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
jAvpMal9FA,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
jCIn6wfVlD,FALSE,,TRUE,"uses open data to provide governments and sectors that utilize open data with services include Analytics-as-a-Service,  Data Publishing, and Data Services.",FALSE,,FALSE,,FALSE,,0
Jdgj7mck7h,FALSE,,TRUE,"uses open data to deliver a cloud-based Open Data Platform, and allow users to choose how the data is displayed, when it should be made publicly available,also which datasets are made available to the public and which datasets are available only for internal use",FALSE,,FALSE,,FALSE,,0
jERsLMOk2L,FALSE,,TRUE,Online maps and navigation use open data on public transport routes -  businesses -  etc,FALSE,,FALSE,,FALSE,,0
JhHTP2tNJo,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
JKHKDlmvCZ,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
jm9fKVZFnr,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
JoL55Enng3,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
JtBrraL7iL,TRUE,"Uses open government data in Tanzania for various projects. The ""Kijana Wajibika"" initiative builds a sustainable presence of youth led networks on the ground -  motivated and equipped with the technical skills to drive citizen demand for greater accountability.",FALSE,,FALSE,,FALSE,,FALSE,,0
JvQDKcicYO,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
JXvXLyMIXS,FALSE,,TRUE,"uses open data to provide real-time transportation information on an App, which tells users the nearest bus stop, the frequently-visited bus stops, etc.",FALSE,,FALSE,,FALSE,,0
JYjbS05qR6,FALSE,,TRUE,"uses open data to provide consulting services which specialises in integrated, sustainable transport planning and research. ",FALSE,,FALSE,,FALSE,,0
K0K7X3bmx1,TRUE,Promotes open data as part of open government.,FALSE,,FALSE,,FALSE,,FALSE,,0
k1PnlpnYre,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
k3yH4YKpD8,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
K6IRDqUWqR,FALSE,,TRUE,"uses open data to create open database such as US financial network data, US financial license data, subsidiaries listed in SEC filings. It also provides premium services such as enterprise whitelisting service  ",FALSE,,FALSE,,FALSE,,0
K8gJdZ39PV,FALSE,,FALSE,,TRUE,Data on trees is used to identify fruit/nut bearing trees to harvest,FALSE,,FALSE,,0
Kch8GAzqv8,FALSE,,TRUE,an opensource of data repository to design accurate algorithms for clients,FALSE,,FALSE,,FALSE,,0
KdM7He6EUq,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
KGjjehBoKz,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
kHLp32Ubtf,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,0
khnSKcNrlf,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
kJB0tWOLB4,FALSE,,TRUE,Uses open data to provide relevant information about the tourism sector to its members.,FALSE,,FALSE,,FALSE,,0
KjuSx7r3Bu,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,0
kKxaoiMfUd,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
KOLFqmzu0t,FALSE,,TRUE,uses open geospatial and housing data to provide uses with up-todate housing information,FALSE,,FALSE,,FALSE,,0
kQzx6WSBQw,FALSE,,TRUE,Uses geospatial open data to provide geospatial services and market research.,FALSE,,FALSE,,FALSE,,0
KruTHN8qA9,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
kYFXUEu9j2,FALSE,,TRUE,Uses open data such as finance data for public accountability -  and housing data for Open Housing,FALSE,,FALSE,,FALSE,,0
l1P6crAZjs,FALSE,,FALSE,"Uses open datas to create communication platforms among patients and professional doctors, on which professionals share specially-designed questionaires to communicate with patients efficiently.  The platform replaces traditional communication tools such as  cell phones, emails, etc.",FALSE,,FALSE,,FALSE,,0
L47j2n0tBH,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
ldu6QvOCBg,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
Leh8qBirZm,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
Lh7RPRCxmL,FALSE,,FALSE,,FALSE,,TRUE,We publish all the data collected (for others to reuse); visualizations,FALSE,,0
LmMHh5FQ1W,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
lNjUnne8bb,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
loxPm7bXiM,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
lpkBsRnCtU,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
LVBV2hlWbk,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
lwV5IRFhNA,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
LZUkIj5yMe,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
M3BfDfPYX7,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
MGMdfKWLq3,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
mh4I8ZwPFL,TRUE,Uses open data such as geographical -  population -  and election data to improve public participation in redistricting.,FALSE,,FALSE,,FALSE,,FALSE,,0
MJmq71vdyH,FALSE,,TRUE,"Uses open data to share information access to users, and offer data in various forms such as charts, tables, maps, etc.",FALSE,,FALSE,,FALSE,,0
MllHM4RKj4,TRUE,Provides infrastructure with the CKAN data portal platform -  promotes open data -  provides training -  undertakes a wide range of open data projects.,FALSE,,FALSE,,FALSE,,FALSE,,0
MO9vfdXkxH,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
MPDrUXtx6t,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
mrsybJ19XX,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,Help the private sector tap into open data to support commercialization activities,0
muzolyBCkr,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
mVEEkJgHcj,FALSE,,FALSE,,FALSE,,TRUE,Uses different types of urban data for research and civic projects.,FALSE,,0
mxysKQN4ia,FALSE,,TRUE,Uses data of transactions in the property market.,FALSE,,FALSE,,FALSE,,0
n4AiEJCBmE,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
n7OfGwlpes,TRUE,Publishes linked open data on behalf of various public sector bodies.,FALSE,,FALSE,,FALSE,,FALSE,,0
N9jJraamgN,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
nezMkLcQiY,FALSE,,TRUE,"uses open data to provide software development and design services. The company conducts content audits, design content strategy, information architecture and strong user experiences and we also develop front-end user interfaces. ",FALSE,,FALSE,,FALSE,,0
NHOSTLXxbb,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
nImUUIrhQF,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,0
NNvlXtr53v,FALSE,,TRUE,Primarily as an analytics and software company -  Emu Analytics produces tools -  applications and services that bring data to life in new -  intuitive and useful ways.,FALSE,,FALSE,,FALSE,,0
nPvrqdTgpY,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
NRz5Jkw6ZT,FALSE,,TRUE,"uses open data to provide e-commerce service to create SMART DATA IMPACT. Also, it optimizes the function of SEO search engine, offers SEM service for clients to do marketing online, as well as the SMO service to strengthen the connections on social platforms.",FALSE,,FALSE,,FALSE,,0
nsZMk6I8Gs,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
NtogpPoZIN,FALSE,,TRUE,"uses open clinical data to provide a returning traveller drop-clinic at HTD, uses the OPAL framework to build clinical facing transactional digital services for healthcare organizations, also makes Prescribing Analytics to showcase their research into unwarranted prescribing variation",FALSE,,FALSE,,FALSE,,0
NtzYrRFvaJ,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
NURHQckalm,FALSE,,TRUE,"offers flight data services and applications to customers serving the global travel industry",FALSE,,FALSE,,FALSE,,0
nYev0u6u73,TRUE,Promotes and support the use of open data.,FALSE,,FALSE,,FALSE,,FALSE,,0
o4DADEhapJ,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
O7YuqbYPr2,FALSE,,TRUE,"uses open data to create products for automotive, aviation, marine, outdoor, and sports ",FALSE,,FALSE,,FALSE,,0
ocAguAvpgZ,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
ocjF5PcCaE,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,0
oDisMepaOr,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,0
Og90C1e4rj,FALSE,,TRUE,Contains financial reports from millions of companies,FALSE,,FALSE,,FALSE,,0
ogIfNNRGyR,FALSE,,TRUE,GosZatraty project uses data of all government spendings to raise public awareness about public expenditure.,FALSE,,FALSE,,FALSE,,0
OH3UDWhbEQ,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
ojr2zmUlb3,TRUE,"Advocates for the principles of Open Government and Open Data : Transparency, citizen participation and reuse of information.",FALSE,,FALSE,,FALSE,,FALSE,,0
omLbW866V6,FALSE,,TRUE,uses open data to provide mobile radio solutions specialising in small business communications,FALSE,,FALSE,,FALSE,,0
OMrjWOKWV4,FALSE,,TRUE,"offers open data installed apps for users to find public spots or places conveniently. They used to provides apps such as ""Find Postboxes"", ""Find Banks and ATMs"", etc.",FALSE,,FALSE,,FALSE,,0
OO57j9bMsK,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
OOQGYSxzzt,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
oPtoq0ZRmf,TRUE,Promotes open data in higher education.,FALSE,,FALSE,,FALSE,,FALSE,,0
OQ8TO84VbK,FALSE,,TRUE,We rely on government data to be used as an important source for the majority of our topics. We've filed dozens of FOIA requests and made it our mission to take public data and transform it into actionable insights that consumers can use to become more knowledgeable.,FALSE,,FALSE,,FALSE,,0
